sentinel_id,thermal_sources,mgrs_tile,scene_date,cloud_cover
S2B_MSIL2A_20260617T052649_N0512_R105_T43REK_20260617T104156,1,T43REK,2026-06-17,3.99
S2B_MSIL2A_20260617T052649_N0512_R105_T43REN_20260617T104156,1,T43REN,2026-06-17,0.03
S2B_MSIL2A_20260617T052649_N0512_R105_T43RFH_20260617T104156,1,T43RFH,2026-06-17,8.28
S2B_MSIL2A_20260617T052649_N0512_R105_T43RFK_20260617T104156,1,T43RFK,2026-06-17,6.07
S2B_MSIL2A_20260617T052649_N0512_R105_T43SFR_20260617T104156,1,T43SFR,2026-06-17,21.96
S2B_MSIL2A_20260617T052649_N0512_R105_T44RKS_20260617T104156,1,T44RKS,2026-06-17,0.0
S2B_MSIL2A_20260616T055629_N0512_R091_T42SYC_20260616T080231,1,T42SYC,2026-06-16,24.64
S2B_MSIL2A_20260614T051649_N0512_R062_T43QGG_20260614T091016,1,T43QGG,2026-06-14,23.46
S2A_MSIL2A_20260604T053241_N0512_R105_T43RFH_20260604T090112,1,T43RFH,2026-06-04,9.68
S2A_MSIL2A_20260604T053241_N0512_R105_T43RGJ_20260604T090112,1,T43RGJ,2026-06-04,9.74
S2A_MSIL2A_20260604T053241_N0512_R105_T43RGK_20260604T090112,1,T43RGK,2026-06-04,6.63
S2C_MSIL2A_20260807T054641_N0512_R048_T43RBL_20260807T085410,1,T43RBL,2026-08-07,18.04
S2B_MSIL2A_20260615T050559_N0512_R076_T44PNQ_20260615T082738,1,T44PNQ,2026-06-15,18.14
S2B_MSIL2A_20260616T055629_N0512_R091_T42RXT_20260616T080231,1,T42RXT,2026-06-16,18.06
S2B_MSIL2A_20260616T055629_N0512_R091_T42SXA_20260616T080231,1,T42SXA,2026-06-16,13.62
S2B_MSIL2A_20260616T055629_N0512_R091_T42SXD_20260616T080231,1,T42SXD,2026-06-16,1.34
S2C_MSIL2A_20260827T054631_N0512_R048_T43SBS_20260827T085311,1,T43SBS,2026-08-27,8.68
S2B_MSIL2A_20260614T051649_N0512_R062_T44QLM_20260614T091016,1,T44QLM,2026-06-14,0.09
S2B_MSIL2A_20260614T051649_N0512_R062_T44RKQ_20260614T091016,1,T44RKQ,2026-06-14,0.3
S2C_MSIL2A_20260807T054641_N0512_R048_T43SBR_20260807T085410,1,T43SBR,2026-08-07,3.88
S2C_MSIL2A_20260810T041551_N0512_R090_T46RDN_20260810T071116,1,T46RDN,2026-08-10,26.08
S2A_MSIL2A_20260603T060301_N0512_R091_T42RXT_20260603T092618,1,T42RXT,2026-06-03,0.12
S2A_MSIL2A_20260604T053241_N0512_R105_T43QFD_20260604T090112,1,T43QFD,2026-06-04,1.16
S2A_MSIL2A_20260604T053241_N0512_R105_T43QFG_20260604T090112,1,T43QFG,2026-06-04,4.82
S2B_MSIL2A_20260614T051649_N0512_R062_T43QHE_20260614T091016,1,T43QHE,2026-06-14,3.29
S2B_MSIL2A_20260614T051649_N0512_R062_T43RGK_20260614T091016,1,T43RGK,2026-06-14,0.2
S2B_MSIL2A_20260614T051649_N0512_R062_T43RHJ_20260614T091016,1,T43RHJ,2026-06-14,15.6
S2A_MSIL2A_20260601T052241_N0512_R062_T43QFF_20260601T102012,1,T43QFF,2026-06-01,13.57
S2A_MSIL2A_20260601T052241_N0512_R062_T43PDQ_20260601T102012,1,T43PDQ,2026-06-01,11.47
S2A_MSIL2A_20260601T052241_N0512_R062_T43PEQ_20260601T102012,1,T43PEQ,2026-06-01,21.19
S2A_MSIL2A_20260601T052241_N0512_R062_T43PET_20260601T102012,1,T43PET,2026-06-01,23.37
S2C_MSIL2A_20260820T055631_N0512_R091_T42RVP_20260820T090013,1,T42RVP,2026-08-20,6.3
S2C_MSIL2A_20260820T055631_N0512_R091_T42RVR_20260820T090013,1,T42RVR,2026-08-20,1.26
S2C_MSIL2A_20260820T055631_N0512_R091_T42RWT_20260820T090013,1,T42RWT,2026-08-20,3.97
S2C_MSIL2A_20260820T055631_N0512_R091_T42RYU_20260820T090013,1,T42RYU,2026-08-20,5.22
S2C_MSIL2A_20260820T055631_N0512_R091_T42SYE_20260820T092511,1,T42SYE,2026-08-20,28.34
S2C_MSIL2A_20260821T052641_N0512_R105_T43REL_20260821T102216,1,T43REL,2026-08-21,21.1
S2C_MSIL2A_20260827T054631_N0512_R048_T43SCS_20260827T085311,1,T43SCS,2026-08-27,4.13
S2C_MSIL2A_20260810T055631_N0512_R091_T42RWP_20260810T090514,1,T42RWP,2026-08-10,7.11
S2C_MSIL2A_20260810T055631_N0512_R091_T42RWR_20260810T090514,1,T42RWR,2026-08-10,13.31
S2B_MSIL2A_20260614T051649_N0512_R062_T44RKR_20260614T091016,1,T44RKR,2026-06-14,0.0
S2B_MSIL2A_20260614T051649_N0512_R062_T44RKS_20260614T091016,1,T44RKS,2026-06-14,0.01
S2B_MSIL2A_20260614T051649_N0512_R062_T44RKU_20260614T091016,1,T44RKU,2026-06-14,6.64
S2A_MSIL2A_20260720T055251_N0512_R048_T43RBN_20260720T103818,1,T43RBN,2026-07-20,28.87
S2C_MSIL2A_20260606T050651_N0512_R019_T44QNM_20260606T100718,1,T44QNM,2026-06-06,24.18
S2C_MSIL2A_20260606T050651_N0512_R019_T44RNP_20260606T100718,1,T44RNP,2026-06-06,21.82
S2C_MSIL2A_20260606T050651_N0512_R019_T44RPN_20260606T100718,1,T44RPN,2026-06-06,12.1
S2A_MSIL2A_20260822T060301_N0512_R091_T42RWR_20260822T125108,1,T42RWR,2026-08-22,0.11
S2C_MSIL2A_20260606T050651_N0512_R019_T44PMB_20260606T100020,1,T44PMB,2026-06-06,10.04
S2C_MSIL2A_20260823T042701_N0512_R133_T46SFE_20260823T075910,1,T46SFE,2026-08-23,3.7
S2C_MSIL2A_20260824T053641_N0512_R005_T43RFQ_20260824T102214,1,T43RFQ,2026-08-24,17.42
S2C_MSIL2A_20260824T053641_N0512_R005_T43SES_20260824T102214,1,T43SES,2026-08-24,18.56
S2C_MSIL2A_20260827T054631_N0512_R048_T42RYT_20260827T085311,1,T42RYT,2026-08-27,9.37
S2C_MSIL2A_20260827T054631_N0512_R048_T42SYC_20260827T085311,1,T42SYC,2026-08-27,2.62
S2A_MSIL2A_20260603T060301_N0512_R091_T42RWN_20260603T103212,1,T42RWN,2026-06-03,0.09
S2A_MSIL2A_20260603T060301_N0512_R091_T42QWM_20260603T103212,1,T42QWM,2026-06-03,5.68
S2A_MSIL2A_20260603T060301_N0512_R091_T42RVP_20260603T103212,1,T42RVP,2026-06-03,0.17
S2A_MSIL2A_20260601T052241_N0512_R062_T43QEB_20260601T102012,1,T43QEB,2026-06-01,0.15
S2A_MSIL2A_20260601T052241_N0512_R062_T43QEA_20260601T102012,1,T43QEA,2026-06-01,0.63
